date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:57:48	6521/6521	---MCZ	200	added ('OK')	application/javascript	etag:%22696517bd-1979%22	https://cdn.affonso.io/js/pixel.min.js	C:/My%20Web%20Sites/https___setupclaw.com_/cdn.affonso.io/js/pixel.min.js	(from https://setupclaw.com/)
16:57:48	3862/3862	---MCZ	200	added ('OK')	image/x-icon	etag:W/%22e8d190e6fe4a2c5dc3bb87e00674f5b0%22	https://setupclaw.com/favicon.ico?favicon.eca5afcd.ico	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/favicone727.ico	(from https://setupclaw.com/)
16:57:48	3166/3166	---M--	200	added ('OK')	image/png	etag:%2299696669780bef1157b25a4f1a8e39b0%22	https://setupclaw.com/icon.png?icon.ca68a0ad.png	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/iconabcc.png	(from https://setupclaw.com/)
16:57:49	27338/27338	---M--	200	added ('OK')	image/png	etag:%220e98d2a074c481c4dca7881fa60a4775%22	https://setupclaw.com/apple-icon.png?apple-icon.65a10843.png	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/apple-icon2d95.png	(from https://setupclaw.com/)
16:57:49	112594/112594	---MCZ	200	added ('OK')	application/javascript	etag:W/%227b38a2d0cd705066e9e7c9be8720c5ea%22	https://setupclaw.com/_next/static/chunks/a6dad97d9634a72d.js?dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/static/chunks/a6dad97d9634a72d5c16.js	(from https://setupclaw.com/)
16:57:50	49084/49084	---M--	200	added ('OK')	image/avif	etag:%22c1eee9dea050502b752ad7ab8985255e%22	https://setupclaw.com/lobster.avif	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/lobster.avif	(from https://setupclaw.com/)
16:57:50	675/675	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Feb%202026%2008:28:16%20GMT	https://setupclaw.com/_next/image?url=%2Fconnectors%2Fgmail.png&w=32&q=75&dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/gmailb634.png	(from https://setupclaw.com/)
16:57:50	647/647	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Feb%202026%2008:28:16%20GMT	https://setupclaw.com/_next/image?url=%2Fconnectors%2Fgoogle-calendar.png&w=32&q=75&dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/google-calendarfdc8.png	(from https://setupclaw.com/)
16:57:51	923/923	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Feb%202026%2008:28:16%20GMT	https://setupclaw.com/_next/image?url=%2Fconnectors%2Foutlook.png&w=32&q=75&dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/outlook0708.png	(from https://setupclaw.com/)
16:57:51	793/793	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Feb%202026%2008:28:16%20GMT	https://setupclaw.com/_next/image?url=%2Fconnectors%2Fslack.png&w=32&q=75&dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/slack9b63.png	(from https://setupclaw.com/)
16:57:51	645/645	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Feb%202026%2008:28:16%20GMT	https://setupclaw.com/_next/image?url=%2Fconnectors%2Fimessage.png&w=32&q=75&dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/imessage8673.png	(from https://setupclaw.com/)
16:57:52	784/784	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Feb%202026%2008:28:16%20GMT	https://setupclaw.com/_next/image?url=%2Fconnectors%2Fwhatsapp.png&w=32&q=75&dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/whatsappb581.png	(from https://setupclaw.com/)
16:57:52	705/705	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Feb%202026%2008:28:16%20GMT	https://setupclaw.com/_next/image?url=%2Fconnectors%2Fnotion.png&w=32&q=75&dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/notiondcd3.png	(from https://setupclaw.com/)
16:57:52	940/940	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Feb%202026%2008:28:16%20GMT	https://setupclaw.com/_next/image?url=%2Fconnectors%2Fgoogle-drive.png&w=32&q=75&dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/google-drive38cc.png	(from https://setupclaw.com/)
16:57:53	467/467	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Feb%202026%2008:28:16%20GMT	https://setupclaw.com/_next/image?url=%2Fconnectors%2Fzoom.png&w=32&q=75&dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/zoom23a0.png	(from https://setupclaw.com/)
16:57:53	406/406	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Feb%202026%2008:28:16%20GMT	https://setupclaw.com/_next/image?url=%2Fconnectors%2Fhubspot.png&w=32&q=75&dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/hubspot442a.png	(from https://setupclaw.com/)
16:57:53	533/533	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Feb%202026%2008:28:16%20GMT	https://setupclaw.com/_next/image?url=%2Fconnectors%2Fsalesforce.png&w=32&q=75&dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/salesforce86fb.png	(from https://setupclaw.com/)
16:57:54	426/426	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Feb%202026%2008:28:16%20GMT	https://setupclaw.com/_next/image?url=%2Fconnectors%2Fgithub.png&w=32&q=75&dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/githubc38d.png	(from https://setupclaw.com/)
16:57:54	605/605	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Feb%202026%2008:28:16%20GMT	https://setupclaw.com/_next/image?url=%2Fconnectors%2Fgoogle-sheets.png&w=32&q=75&dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/google-sheets2695.png	(from https://setupclaw.com/)
16:57:54	18512/18512	---M--	200	added ('OK')	image/avif	date:Sun,%2001%20Feb%202026%2004:15:50%20GMT	https://setupclaw.com/_next/image?url=%2Fsam-parr-dm.avif&w=1920&q=75&dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/sam-parr-dm6bdb.avif	(from https://setupclaw.com/)
16:57:55	35734/35734	---MCZ	200	added ('OK')	text/html	etag:W/%22ce1afef6905f756fd1561e8701af8ed0%22	https://setupclaw.com/collison-install	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/collison-install.html	(from https://setupclaw.com/)
16:57:55	1027/1027	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Jan%202026%2019:52:30%20GMT	https://setupclaw.com/_next/image?url=%2Fmichael.avif&w=96&q=75&dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/michael7da7.jpg	(from https://setupclaw.com/)
16:57:56	47282/47282	---MCZ	200	added ('OK')	text/html	etag:W/%228aab363cb74f404c65c4bfa1fa2a20e2%22	https://setupclaw.com/for/ceos	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/for/ceos.html	(from https://setupclaw.com/)
16:57:56	46835/46835	---MCZ	200	added ('OK')	text/html	etag:W/%22c423d7b61ace58e8dce4a74693243ec9%22	https://setupclaw.com/for/sales-teams	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/for/sales-teams.html	(from https://setupclaw.com/)
16:57:57	47809/47809	---MCZ	200	added ('OK')	text/html	etag:W/%226068b89e701335856e72446318e0f396%22	https://setupclaw.com/for/venture-capital	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/for/venture-capital.html	(from https://setupclaw.com/)
16:57:57	48011/48011	---MCZ	200	added ('OK')	text/html	etag:W/%227026e8c55735b3a5c4d51e9c5edae134%22	https://setupclaw.com/for/agencies	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/for/agencies.html	(from https://setupclaw.com/)
16:57:58	49101/49101	---MCZ	200	added ('OK')	text/html	etag:W/%229838db2254b6c83f2fe6789df220bb0c%22	https://setupclaw.com/setup/san-francisco	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/setup/san-francisco.html	(from https://setupclaw.com/)
16:57:58	47251/47251	---MCZ	200	added ('OK')	text/html	etag:W/%22abcd18940c3d20f0a6f8612d074540e1%22	https://setupclaw.com/setup/new-york	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/setup/new-york.html	(from https://setupclaw.com/)
16:57:59	47278/47278	---MCZ	200	added ('OK')	text/html	etag:W/%227fd7c2ccafa053d836ffa97be3ad2199%22	https://setupclaw.com/setup/los-angeles	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/setup/los-angeles.html	(from https://setupclaw.com/)
16:58:00	46911/46911	---MCZ	200	added ('OK')	text/html	etag:W/%221dfc793cb54c78769fa5949e6e6fc1ee%22	https://setupclaw.com/setup/austin	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/setup/austin.html	(from https://setupclaw.com/)
16:58:00	46955/46955	---MCZ	200	added ('OK')	text/html	etag:W/%22958825659daf95b0fdee01038ab4f446%22	https://setupclaw.com/setup/miami	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/setup/miami.html	(from https://setupclaw.com/)
16:58:01	47073/47073	---MCZ	200	added ('OK')	text/html	etag:W/%224b53bf8c045f0d7839eb187f2b1577bf%22	https://setupclaw.com/setup/seattle	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/setup/seattle.html	(from https://setupclaw.com/)
16:58:01	46889/46889	---MCZ	200	added ('OK')	text/html	etag:W/%22f094abbfd406cc2172b0e3f934018f6b%22	https://setupclaw.com/setup/chicago	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/setup/chicago.html	(from https://setupclaw.com/)
16:58:02	46940/46940	---MCZ	200	added ('OK')	text/html	etag:W/%222dc75ccfd9228178652d102c46a31f05%22	https://setupclaw.com/setup/boston	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/setup/boston.html	(from https://setupclaw.com/)
16:58:03	46889/46889	---MCZ	200	added ('OK')	text/html	etag:W/%22c176973d521f7f1a1465b2bd30952383%22	https://setupclaw.com/setup/denver	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/setup/denver.html	(from https://setupclaw.com/)
16:58:03	46623/46623	---MCZ	200	added ('OK')	text/html	etag:W/%228e803b5043fff0951141b285f2e1a2e8%22	https://setupclaw.com/setup/london	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/setup/london.html	(from https://setupclaw.com/)
16:58:04	49096/49096	---MCZ	200	added ('OK')	text/html	etag:W/%22a2a0fb2eaa5c25c47b312a4e10e38762%22	https://setupclaw.com/what-is-openclaw	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/what-is-openclaw.html	(from https://setupclaw.com/)
16:58:05	52638/52638	---MCZ	200	added ('OK')	text/html	etag:W/%2262838875692a459d75ecedebec373352%22	https://setupclaw.com/openclaw-vs-executive-assistant	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/openclaw-vs-executive-assistant.html	(from https://setupclaw.com/)
16:58:05	52269/52269	---MCZ	200	added ('OK')	text/html	etag:W/%223e058d17ee95875708a5bd3c4779a322%22	https://setupclaw.com/openclaw-setup-cost	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/openclaw-setup-cost.html	(from https://setupclaw.com/)
16:58:06	41462/41462	---MCZ	200	added ('OK')	text/html	etag:W/%22f1e2f71195936b9881dabe3384f52f2f%22	https://setupclaw.com/terms	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/terms.html	(from https://setupclaw.com/)
16:58:06	36589/36589	---MCZ	200	added ('OK')	text/html	etag:W/%22cfbfafa86efa953ee6c61367d29ecbad%22	https://setupclaw.com/privacy	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/privacy.html	(from https://setupclaw.com/)
16:58:07	4785/4785	---M-Z	200	added ('OK')	application/javascript	etag:%22f6b1552868d93c20c56cbf758c672678%22	https://assets.apollo.io/micro/website-tracker/tracker.iife.js?nocache=	C:/My%20Web%20Sites/https___setupclaw.com_/assets.apollo.io/micro/website-tracker/tracker.iife9bda.js	(from https://setupclaw.com/)
16:58:14	9101/9101	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cc9454a98ac4774b7ec8f7676e353047%22	https://setupclaw.com/_next/static/chunks/7c92e96509cd355e.js?dpl=dpl_474bkWgaSh3r2X5krirsum8tACRS	C:/My%20Web%20Sites/https___setupclaw.com_/setupclaw.com/_next/static/chunks/7c92e96509cd355e5c16.js	(from https://setupclaw.com/collison-install)
